line,datetime,dim,m_dist,anom,anom_size,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,hw12,hw23,hw34,hw45,hw56,hw67,hw78,hw89,hw910,hw1011,hw1112,hw1213
25.0,2026-08-18T10:17:47.130630,2.0,16.06,1.0,,SK20BCZ,SK20BDE,SK20AYD,0.0,0.0,0.0,0.0,0.0,0.0,,,,,458.3,243.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,24.035,1.0,,SK20BDE,SK20AYD,SK20AYL,0.0,0.0,0.0,0.0,0.0,0.0,,,,,243.3,102.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,30.634,1.0,,SK20AYD,SK20AYL,SK20AYV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,102.3,503.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,23.455,1.0,,SK20AYL,SK20AYV,SK20AXW,0.0,0.0,0.0,0.0,0.0,0.0,,,,,503.7,189.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,18.834,1.0,,SK20AYV,SK20AXW,SK20BDV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,189.7,430.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,27.858,1.0,,SK20AXW,SK20BDV,SK20AYS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,430.2,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,24.659,1.0,,SK20BDV,SK20AYS,SK20AXV,0.0,0.0,0.0,0.0,0.0,0.0,,,,,90.0,300.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,6.143,1.0,,SK20AYS,SK20AXV,SK20AYW,0.0,0.0,0.0,0.0,0.0,0.0,,,,,300.5,314.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,9.637,1.0,,SK20AXV,SK20AYW,SK20BBU,0.0,0.0,0.0,0.0,0.0,0.0,,,,,314.7,441.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,7.828,1.0,,SK20AYW,SK20BBU,SK20AYJ,0.0,0.0,0.0,0.0,0.0,0.0,,,,,441.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
25.0,2026-08-18T10:17:47.130630,2.0,11.496,1.0,,SK20BBU,SK20AYJ,SK20BDU,0.0,0.0,0.0,0.0,0.0,0.0,,,,,353.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
